_RAJ2000;_DEJ2000;;_1;HD;RAJ2000;DEJ2000;Vmag;B-V;SpType
175.4333;-32.4997;999.0000;+99.0000;101666;11 41 44.0;-32 29 59; 5.22; 1.48;  K5III+F7V
175.6183;+66.7450;999.0000;+99.0000;101673;11 42 28.4;+66 44 42; 5.30; 1.28;  K3III
175.5217;+22.2108;999.0000;+99.0000;101688;11 42 05.2;+22 12 39; 6.59;     ;  F2IV-V
175.5146;-20.2939;999.0000;+99.0000;101695;11 42 03.5;-20 17 38; 6.22; 0.95;  K0
175.2550;-83.1000;999.0000;+99.0000;101782;11 41 01.2;-83 06 00; 6.33; 1.08;  K0III
175.8633;-37.1903;999.0000;+99.0000;101883;11 43 27.2;-37 11 25; 5.98; 1.46;  K3III
175.7308;-79.3064;999.0000;+99.0000;101917;11 42 55.4;-79 18 23; 6.39; 0.90;  K0III-IV
175.9796; -6.6772;999.0000;+99.0000;101933;11 43 55.1;-06 40 38; 6.07; 0.96; gG8
175.8800;-62.4894;999.0000;+99.0000;101947;11 43 31.2;-62 29 22; 5.03; 0.80;  G00-IaFe1
176.0550;+25.2183;999.0000;+99.0000;101980;11 44 13.2;+25 13 06; 6.02; 1.53;  K5III
175.9704;-62.8783;999.0000;+99.0000;101995;11 43 52.9;-62 52 42; 6.10; 0.06;  A2III-IV
176.1908;-18.3508;999.0000;+99.0000;102070;11 44 45.8;-18 21 03; 4.73; 0.97;  G8IIIa
176.3212; +8.2583;999.0000;+99.0000;102124;11 45 17.1;+08 15 30; 4.85; 0.18;  A4V
176.3025;-49.0697;999.0000;+99.0000;102150;11 45 12.6;-49 04 11; 6.26; 1.17;  K1III
176.4650; +6.5294;999.0000;+99.0000;102212;11 45 51.6;+06 31 46; 4.03; 1.51;  M1IIIab
176.5125;+47.7794;999.0000;+99.0000;102224;11 46 03.0;+47 46 46; 3.71; 1.18;  K0.5IIIb
176.4329;-45.6900;999.0000;+99.0000;102232;11 45 43.9;-45 41 24; 5.29;-0.12;  B6III
176.4017;-66.7286;999.0000;+99.0000;102249;11 45 36.4;-66 43 43; 3.64; 0.16;  A7III
176.7317;+55.6283;999.0000;+99.0000;102328;11 46 55.6;+55 37 42; 5.27; 1.27;  K2.5IIIbCN1Ca1
176.6283;-61.1783;999.0000;+99.0000;102350;11 46 30.8;-61 10 42; 4.11; 0.90;  G5Ib-II
176.6296;-40.5006;999.0000;+99.0000;102365;11 46 31.1;-40 30 02; 4.91; 0.66;  G3V
176.7792;-35.9069;999.0000;+99.0000;102397;11 47 07.0;-35 54 25; 6.17; 0.96;  G8III
176.8154;-30.2869;999.0000;+99.0000;102438;11 47 15.7;-30 17 13; 6.48; 0.68;  G5V
176.8296;-57.6964;999.0000;+99.0000;102461;11 47 19.1;-57 41 47; 5.41; 1.67;  K5III
176.9962;+20.2189;999.0000;+99.0000;102509;11 47 59.1;+20 13 08; 4.53; 0.55;  G5III-IVe+A7V
176.9787; +8.2458;999.0000;+99.0000;102510;11 47 54.9;+08 14 45; 5.32; 0.02;  A1
177.0979;-10.3133;999.0000;+99.0000;102574;11 48 23.5;-10 18 48; 6.26; 0.58;  F7V
177.0596;-66.8147;999.0000;+99.0000;102584;11 48 14.3;-66 48 53; 4.72; 1.54;  K4III
177.1612;+14.2842;999.0000;+99.0000;102590;11 48 38.7;+14 17 03; 5.88; 0.29;  F0V
177.1879;-26.7497;999.0000;+99.0000;102620;11 48 45.1;-26 44 59; 5.11; 1.60;  M4+III
177.2550; -0.3186;999.0000;+99.0000;102634;11 49 01.2;-00 19 07; 6.15; 0.52;  F7V
177.2650;+14.5719;999.0000;+99.0000;102647;11 49 03.6;+14 34 19; 2.14; 0.09;  A3V
177.3121;+16.2428;999.0000;+99.0000;102660;11 49 14.9;+16 14 34; 6.04; 0.27;  A3m
177.4238;+34.9317;999.0000;+99.0000;102713;11 49 41.7;+34 55 54; 5.70; 0.46;  F5IV
177.4212;-63.7883;999.0000;+99.0000;102776;11 49 41.1;-63 47 18; 4.32;-0.15;  B3Vne
177.4858;-70.2258;999.0000;+99.0000;102839;11 49 56.6;-70 13 33; 4.97; 1.40;  G6Ib
177.5812;-15.8639;999.0000;+99.0000;102845;11 50 19.5;-15 51 50; 6.13; 0.95;  K0
177.6737; +1.7647;999.0000;+99.0000;102870;11 50 41.7;+01 45 53; 3.61; 0.55;  F9V
177.6133;-62.6494;999.0000;+99.0000;102878;11 50 27.2;-62 38 58; 5.70; 0.26;  A2Iab
177.6546;-27.2778;999.0000;+99.0000;102888;11 50 37.1;-27 16 40; 6.48; 0.98;  G8III
177.7304;+12.2789;999.0000;+99.0000;102910;11 50 55.3;+12 16 44; 6.35; 0.27;  F0IVm s
177.7592; -5.3333;999.0000;+99.0000;102928;11 51 02.2;-05 20 00; 5.64; 1.06;  K0III
177.7892;+33.3750;999.0000;+99.0000;102942;11 51 09.4;+33 22 30; 6.27; 0.32;  Am
177.7862;-45.1736;999.0000;+99.0000;102964;11 51 08.7;-45 10 25; 4.46; 1.30;  K3III
177.8412;-12.1878;999.0000;+99.0000;102990;11 51 21.9;-12 11 16; 6.35; 0.40;  F1III-IV
177.9233;-30.8350;999.0000;+99.0000;103026;11 51 41.6;-30 50 06; 5.85; 0.56;  F7V
177.9633;-65.2061;999.0000;+99.0000;103079;11 51 51.2;-65 12 22; 4.90;-0.11;  B4V
178.2450;+37.7186;999.0000;+99.0000;103095;11 52 58.8;+37 43 07; 6.45; 0.75;  G8Vp
178.0421;-56.9878;999.0000;+99.0000;103101;11 52 10.1;-56 59 16; 5.57; 0.07;  A2V
178.2275;-33.9081;999.0000;+99.0000;103192;11 52 54.6;-33 54 29; 4.28;-0.10;  B9IIIpSi
178.3617;-35.0667;999.0000;+99.0000;103266;11 53 26.8;-35 04 00; 6.17; 0.08;  A2V
178.4575;+53.6947;999.0000;+99.0000;103287;11 53 49.8;+53 41 41; 2.44; 0.00;  A0Ve
178.4596; +0.5519;999.0000;+99.0000;103313;11 53 50.3;+00 33 07; 6.30; 0.20;  F0V
178.5479;-57.4100;999.0000;+99.0000;103400;11 54 11.5;-57 24 36; 6.06; 0.05;  A0-1:III
178.6075;-37.7489;999.0000;+99.0000;103437;11 54 25.8;-37 44 56; 6.46; 0.52;  F7V
178.6771;-25.7139;999.0000;+99.0000;103462;11 54 42.5;-25 42 50; 5.30; 0.88;  G4III
178.7629; +8.4439;999.0000;+99.0000;103484;11 55 03.1;+08 26 38; 5.58; 0.94; gK0
178.7738;+46.4769;999.0000;+99.0000;103483;11 55 05.7;+46 28 37; 6.54; 0.10;  A3Vn
178.7967;+46.4697;999.0000;+99.0000;103498;11 55 11.2;+46 28 11; 7.03; 0.01;  A1pCrEuSr:
178.8087;+36.7564;999.0000;+99.0000;103500;11 55 14.1;+36 45 23; 6.49; 1.58;  M3III
178.7492;-63.2789;999.0000;+99.0000;103516;11 54 59.8;-63 16 44; 5.91; 0.19;  A3Ib
178.9188;+15.6467;999.0000;+99.0000;103578;11 55 40.5;+15 38 48; 5.53; 0.11;  A3V
178.9171;-28.4769;999.0000;+99.0000;103596;11 55 40.1;-28 28 37; 5.93; 1.50;  K5III
178.9933;+56.5986;999.0000;+99.0000;103605;11 55 58.4;+56 35 55; 5.84; 1.10;  K1III
179.0037;-17.1508;999.0000;+99.0000;103632;11 56 00.9;-17 09 03; 5.18;-0.02;  A0V
178.9779;-39.6892;999.0000;+99.0000;103637;11 55 54.7;-39 41 21; 6.13; 1.02;  K0III
179.2217;+61.5492;999.0000;+99.0000;103736;11 56 53.2;+61 32 57; 6.22; 0.96;  G8III
179.1829;-47.0725;999.0000;+99.0000;103746;11 56 43.9;-47 04 21; 6.26; 0.40;  F5V
179.2654;-33.3153;999.0000;+99.0000;103789;11 57 03.7;-33 18 55; 6.21;-0.04;  A0V
179.3108;+40.3436;999.0000;+99.0000;103799;11 57 14.6;+40 20 37; 6.62; 0.46;  F6V
179.4171;-62.4489;999.0000;+99.0000;103884;11 57 40.1;-62 26 56; 5.57;-0.15;  B3V
179.5300;+32.2739;999.0000;+99.0000;103928;11 58 07.2;+32 16 26; 6.42; 0.29;  A9V
179.5858;+61.4647;999.0000;+99.0000;103953;11 58 20.6;+61 27 53; 6.76;     ;  K0III
179.5633;-56.3172;999.0000;+99.0000;103961;11 58 15.2;-56 19 02; 5.44;-0.08;  B8III
179.5846;-40.9472;999.0000;+99.0000;103974;11 58 20.3;-40 56 50; 6.79; 0.97;  K1III
179.6987;-64.3392;999.0000;+99.0000;104035;11 58 47.7;-64 20 21; 5.61; 0.18;  A3Ib
179.7267;-25.9089;999.0000;+99.0000;104039;11 58 54.4;-25 54 32; 6.43; 0.03;  A0-1V
179.7642; +0.5306;999.0000;+99.0000;104055;11 59 03.4;+00 31 50; 6.17; 1.26;  K2IV
179.8233;+33.1675;999.0000;+99.0000;104075;11 59 17.6;+33 10 03; 5.96; 1.15;  K1III
179.7954;-51.6967;999.0000;+99.0000;104081;11 59 10.9;-51 41 48; 6.05; 1.28;  K1-2III
179.9054;-78.2219;999.0000;+99.0000;104174;11 59 37.3;-78 13 19; 4.91;-0.06;  B9Vn
179.9883;+34.0350;999.0000;+99.0000;104179;11 59 57.2;+34 02 06; 6.50; 0.22;  A9III
179.9871; +3.6553;999.0000;+99.0000;104181;11 59 56.9;+03 39 19; 5.37; 0.00;  A1V
180.0775;+80.8531;999.0000;+99.0000;104216;12 00 18.6;+80 51 11; 6.17; 1.61;  M2III
180.1854;-10.4461;999.0000;+99.0000;104304;12 00 44.5;-10 26 46; 5.55; 0.77;  G8-K0IV
180.1771;-21.8372;999.0000;+99.0000;104307;12 00 42.5;-21 50 14; 6.28; 1.22;  K0IV
180.2183; +6.6142;999.0000;+99.0000;104321;12 00 52.4;+06 36 51; 4.66; 0.13;  A5V
180.2133;-19.6589;999.0000;+99.0000;104337;12 00 51.2;-19 39 32; 5.26;-0.20;  B1.5V
180.2575; -1.7681;999.0000;+99.0000;104356;12 01 01.8;-01 46 05; 6.31; 1.21; gG8
180.3708;-57.5036;999.0000;+99.0000;104430;12 01 29.0;-57 30 13; 6.16; 0.00;  A0V
180.4146;+36.0419;999.0000;+99.0000;104438;12 01 39.5;+36 02 31; 5.59; 1.01;  K0III
180.5283;+43.0456;999.0000;+99.0000;104513;12 02 06.8;+43 02 44; 5.21; 0.26;  F0Vam
180.5837;-85.6317;999.0000;+99.0000;104555;12 02 20.1;-85 37 54; 6.05; 1.29;  K3III
180.6192;-71.4889;999.0000;+99.0000;104570;12 02 28.6;-71 29 20; 6.42; 1.17;  K1III
180.6571;-69.1922;999.0000;+99.0000;104600;12 02 37.7;-69 11 32; 5.89;-0.08;  B9V
180.7150; -7.6836;999.0000;+99.0000;104625;12 02 51.6;-07 41 01; 6.22; 1.49;  K5
180.7562;-63.3128;999.0000;+99.0000;104671;12 03 01.5;-63 18 46; 4.33; 0.27;  Am
180.9150;-42.4342;999.0000;+99.0000;104731;12 03 39.6;-42 26 03; 5.15; 0.41;  F6V
180.9346;-74.2139;999.0000;+99.0000;104752;12 03 44.3;-74 12 50; 6.44; 1.23;  G6III
181.0692;+21.4592;999.0000;+99.0000;104827;12 04 16.6;+21 27 33; 5.87; 0.22;  F0IV-V
181.0800;-63.1656;999.0000;+99.0000;104841;12 04 19.2;-63 09 56; 4.72;-0.08;  B2IV
181.1612;-68.3292;999.0000;+99.0000;104878;12 04 38.7;-68 19 45; 5.35;-0.01;  A0IV
181.1937;-76.5192;999.0000;+99.0000;104902;12 04 46.5;-76 31 09; 5.04; 1.49;  K4III
181.1171;+85.5872;999.0000;+99.0000;104904;12 04 28.1;+85 35 14; 6.27; 0.59;  F6V
181.2379;-60.9692;999.0000;+99.0000;104933;12 04 57.1;-60 58 09; 5.96; 1.67;  M2III
181.3021; +8.7331;999.0000;+99.0000;104979;12 05 12.5;+08 43 59; 4.12; 0.98;  G8IIIaCN-1Ba1CH1
181.3129;+76.9058;999.0000;+99.0000;104985;12 05 15.1;+76 54 21; 5.80; 1.01;  G9III
181.4154;+62.9331;999.0000;+99.0000;105043;12 05 39.7;+62 55 59; 6.13; 1.17;  K2III
181.4717;-65.5472;999.0000;+99.0000;105071;12 05 53.2;-65 32 50; 6.33; 0.22;  B6Iab-Ib
181.4862;-35.6939;999.0000;+99.0000;105078;12 05 56.7;-35 41 38; 6.23;-0.08;  B8V
181.4992; -3.1317;999.0000;+99.0000;105089;12 05 59.8;-03 07 54; 6.37; 1.00; gG8
181.5825;-68.6508;999.0000;+99.0000;105138;12 06 19.8;-68 39 03; 6.23; 1.24;  G3Ib
181.5962;-65.7092;999.0000;+99.0000;105151;12 06 23.1;-65 42 33; 6.06; 0.65;  G8-K0III+A3-5V
181.7204;-64.6136;999.0000;+99.0000;105211;12 06 52.9;-64 36 49; 4.15; 0.34;  F2III
181.9575;-75.3669;999.0000;+99.0000;105340;12 07 49.8;-75 22 01; 5.18; 1.30;  K2II-III
182.0217;-50.6614;999.0000;+99.0000;105382;12 08 05.2;-50 39 41; 4.47;-0.15;  B6IIIe
182.0200;-50.7633;999.0000;+99.0000;105383;12 08 04.8;-50 45 48; 6.37;-0.05;  B9V
182.0612;-48.6928;999.0000;+99.0000;105416;12 08 14.7;-48 41 34; 5.34;-0.01;  B9V
182.0896;-50.7225;999.0000;+99.0000;105435;12 08 21.5;-50 43 21; 2.60;-0.12;  B2IVne
182.1025;-60.8472;999.0000;+99.0000;105437;12 08 24.6;-60 50 50; 6.22; 1.74;  K3-4II
182.1033;-24.7289;999.0000;+99.0000;105452;12 08 24.8;-24 43 44; 4.02; 0.32;  F2III-IV
182.2242;-44.3261;999.0000;+99.0000;105509;12 08 53.8;-44 19 34; 5.75; 0.24;  A2mA5-F2
182.2271;-41.2314;999.0000;+99.0000;105521;12 08 54.5;-41 13 53; 5.48;-0.07;  B3IV
182.4221; +1.8978;999.0000;+99.0000;105639;12 09 41.3;+01 53 52; 5.95; 1.12;  K3III
182.4471;+74.6614;999.0000;+99.0000;105678;12 09 47.3;+74 39 41; 6.35; 0.50;  F6IV
182.5104;-34.7050;999.0000;+99.0000;105686;12 10 02.5;-34 42 18; 6.17; 0.03;  A0V
182.5142; +5.8069;999.0000;+99.0000;105702;12 10 03.4;+05 48 25; 5.72; 0.35;  F2-6IIIm vs
182.5312;-22.6197;999.0000;+99.0000;105707;12 10 07.5;-22 37 11; 3.00; 1.33;  K2.5IIIaBa0.2:
182.6408;-37.8703;999.0000;+99.0000;105776;12 10 33.8;-37 52 13; 6.06; 0.20;  A5V
182.6317;+16.8092;999.0000;+99.0000;105778;12 10 31.6;+16 48 33; 6.39; 0.06;  A4V
182.6921;+27.2814;999.0000;+99.0000;105805;12 10 46.1;+27 16 53; 6.01; 0.11;  A4Vn
182.7704;-61.2775;999.0000;+99.0000;105841;12 11 04.9;-61 16 39; 6.08; 0.39;  F2-3IV
182.7662;-23.6025;999.0000;+99.0000;105850;12 11 03.9;-23 36 09; 5.46; 0.06;  A2V
182.7621;-45.4228;999.0000;+99.0000;105852;12 11 02.9;-45 25 22; 6.61; 1.08;  K0III
182.8808;-51.3594;999.0000;+99.0000;105920;12 11 31.4;-51 21 34; 6.23; 0.82;  G6III+G:
182.9129;-52.3686;999.0000;+99.0000;105937;12 11 39.1;-52 22 07; 3.96;-0.15;  B3V
182.7500;+81.7100;999.0000;+99.0000;105943;12 11 00.0;+81 42 36; 6.00; 1.62; gK5
182.9633;+25.8703;999.0000;+99.0000;105981;12 11 51.2;+25 52 13; 5.66; 1.41;  K4III
182.9371;+57.0544;999.0000;+99.0000;106002;12 11 44.9;+57 03 16; 6.43;     ; gK5
183.0050;+28.5361;999.0000;+99.0000;106022;12 12 01.2;+28 32 10; 6.49; 0.36;  F5V
183.0387;+20.5419;999.0000;+99.0000;106057;12 12 09.3;+20 32 31; 5.57; 0.95;  K0II-III
183.0917;-62.9508;999.0000;+99.0000;106068;12 12 22.0;-62 57 03; 5.92; 0.29;  B8Ia-Iab
183.1950;-70.1519;999.0000;+99.0000;106111;12 12 46.8;-70 09 07; 6.17; 0.84;  F6Ib
183.0496;+77.6164;999.0000;+99.0000;106112;12 12 11.9;+77 36 59; 5.14; 0.33;  A5m
183.3042;-34.1256;999.0000;+99.0000;106198;12 13 13.0;-34 07 32; 6.50; 1.66;  M4III
183.3554;-38.9292;999.0000;+99.0000;106231;12 13 25.3;-38 55 45; 5.76;-0.13;  B4IV
183.4821;-78.5736;999.0000;+99.0000;106248;12 13 55.7;-78 34 25; 6.35; 1.24;  K2-3IIICNII
183.3579;+10.2622;999.0000;+99.0000;106251;12 13 25.9;+10 15 44; 5.85; 0.27;  A2m
183.4029;-33.7928;999.0000;+99.0000;106257;12 13 36.7;-33 47 34; 6.33; 0.08;  A0V
183.5108;-45.7239;999.0000;+99.0000;106321;12 14 02.6;-45 43 26; 5.31; 1.43;  K3III
183.5700;-64.4086;999.0000;+99.0000;106343;12 14 16.8;-64 24 31; 6.22; 0.12;  B1.5Ia
183.6808;+53.4347;999.0000;+99.0000;106478;12 14 43.4;+53 26 05; 6.16; 1.04; gK0
183.7483;-20.8442;999.0000;+99.0000;106485;12 14 59.6;-20 50 39; 5.83; 1.05; gG7
183.7862;-58.7489;999.0000;+99.0000;106490;12 15 08.7;-58 44 56; 2.80;-0.23;  B2IV
183.7942;-10.3125;999.0000;+99.0000;106516;12 15 10.6;-10 18 45; 6.11; 0.46;  F5V
183.8771;-41.9131;999.0000;+99.0000;106572;12 15 30.5;-41 54 47; 6.26; 1.01;  K0III
183.7854;+70.2000;999.0000;+99.0000;106574;12 15 08.5;+70 12 00; 5.71; 1.19; gK2
183.8567;+57.0325;999.0000;+99.0000;106591;12 15 25.6;+57 01 57; 3.31; 0.08;  A3V
183.9458;-23.3536;999.0000;+99.0000;106612;12 15 47.0;-23 21 13; 6.54; 0.45;  F3V
183.9517;-17.5419;999.0000;+99.0000;106625;12 15 48.4;-17 32 31; 2.59;-0.11;  B8IIIpHgMn
184.0008;+14.8989;999.0000;+99.0000;106661;12 16 00.2;+14 53 56; 5.10; 0.06;  A3V
184.0979;-72.6147;999.0000;+99.0000;106676;12 16 23.5;-72 36 53; 6.22;-0.01;  A0V
183.9225;+72.5508;999.0000;+99.0000;106677;12 15 41.4;+72 33 03; 6.29; 1.14;  K0IIIe+K0IIIe
184.0317;+40.6603;999.0000;+99.0000;106690;12 16 07.6;+40 39 37; 5.66; 1.55;  M1III+F7V
184.0854;+23.9453;999.0000;+99.0000;106714;12 16 20.5;+23 56 43; 4.95; 0.97;  G8IIIFe-0.5
184.1254;+33.0614;999.0000;+99.0000;106760;12 16 30.1;+33 03 41; 5.00; 1.14;  K0.5IIIb
184.2750;-65.6928;999.0000;+99.0000;106797;12 17 06.0;-65 41 34; 6.06; 0.03;  A0V
184.2637;-16.6936;999.0000;+99.0000;106819;12 17 03.3;-16 41 37; 6.05; 0.10;  A2IV
184.3921;-67.9608;999.0000;+99.0000;106849;12 17 34.1;-67 57 39; 4.11; 1.58;  M5III
184.3729;+53.1911;999.0000;+99.0000;106884;12 17 29.5;+53 11 28; 5.81; 1.30;  K6III
184.3771;+28.9372;999.0000;+99.0000;106887;12 17 30.5;+28 56 14; 5.70; 0.16;  A4m:
184.5862;-79.3122;999.0000;+99.0000;106911;12 18 20.7;-79 18 44; 4.26;-0.12;  B5Vn
184.4471;-36.0939;999.0000;+99.0000;106922;12 17 47.3;-36 05 38; 6.15; 0.01;  A0V
184.4346;+15.1442;999.0000;+99.0000;106926;12 17 44.3;+15 08 39; 6.34; 1.37;  K4III
184.5379; -3.9544;999.0000;+99.0000;106975;12 18 09.1;-03 57 16; 6.99; 0.36;  F3V
184.5400; -3.9486;999.0000;+99.0000;106976;12 18 09.6;-03 56 55; 6.54; 0.33;  F2V
184.6087;-64.0031;999.0000;+99.0000;106983;12 18 26.1;-64 00 11; 4.04;-0.17;  B2.5V
184.6317;+30.2492;999.0000;+99.0000;107054;12 18 31.6;+30 14 57; 6.23; 0.30;  A9.5III
184.6679; -0.7872;999.0000;+99.0000;107070;12 18 40.3;-00 47 14; 5.90; 0.17;  A5Vn
184.7487;-55.1431;999.0000;+99.0000;107079;12 18 59.7;-55 08 35; 5.00; 1.59;  M1III
184.2142;+86.4361;999.0000;+99.0000;107113;12 16 51.4;+86 26 10; 6.33; 0.43;  F4V
184.7587;+26.0078;999.0000;+99.0000;107131;12 19 02.1;+26 00 28; 6.48; 0.18;  A5-7mIV-V
184.8296;+23.0347;999.0000;+99.0000;107168;12 19 19.1;+23 02 05; 6.27; 0.17;  A5III vs
183.8346;+87.7000;999.0000;+99.0000;107192;12 15 20.3;+87 42 00; 6.28; 0.35;  F2V
184.7079;+75.1606;999.0000;+99.0000;107193;12 18 49.9;+75 09 38; 5.38;-0.02;  A1V
184.8733;+28.1569;999.0000;+99.0000;107213;12 19 29.6;+28 09 25; 6.33; 0.50;  F8V s
184.9767; -0.6669;999.0000;+99.0000;107259;12 19 54.4;-00 40 01; 3.89; 0.02;  A2IV
184.9529;+48.9842;999.0000;+99.0000;107274;12 19 48.7;+48 59 03; 5.29; 1.66;  M0III
185.0446;-22.1756;999.0000;+99.0000;107295;12 20 10.7;-22 10 32; 5.97; 0.82;  G3IV
185.1167;-65.8428;999.0000;+99.0000;107301;12 20 28.0;-65 50 34; 6.21;-0.04;  B9V
185.0821;+26.6194;999.0000;+99.0000;107325;12 20 19.7;+26 37 10; 5.54; 1.09;  K2III-IV
185.0738;+26.0019;999.0000;+99.0000;107326;12 20 17.7;+26 00 07; 6.15; 0.30;  F0IV
185.0875; +3.3125;999.0000;+99.0000;107328;12 20 21.0;+03 18 45; 4.96; 1.16;  K0-IIIbFe-1
185.1404;-22.2158;999.0000;+99.0000;107348;12 20 33.7;-22 12 57; 5.21;-0.10;  B8Vne
185.1792;+17.7928;999.0000;+99.0000;107383;12 20 43.0;+17 47 34; 4.74; 1.01;  G8+III
185.1721;+27.0547;999.0000;+99.0000;107398;12 20 41.3;+27 03 17; 7.13; 0.36;  F3V+F3V
185.2321;-13.5656;999.0000;+99.0000;107418;12 20 55.7;-13 33 56; 5.14; 1.05;  K1III
185.3400;-60.4011;999.0000;+99.0000;107446;12 21 21.6;-60 24 04; 3.59; 1.42;  K3-4III
185.2117;+57.8639;999.0000;+99.0000;107465;12 20 50.8;+57 51 50; 5.55; 1.43;  K5III
185.4896;-56.3747;999.0000;+99.0000;107543;12 21 57.5;-56 22 29; 5.92; 1.57;  K4III+F:
185.5304;-67.5219;999.0000;+99.0000;107566;12 22 07.3;-67 31 19; 5.15; 0.19;  A5V
185.5496;-68.3075;999.0000;+99.0000;107567;12 22 11.9;-68 18 27; 5.74; 1.04;  K0III
185.5450;+24.7739;999.0000;+99.0000;107655;12 22 10.8;+24 46 26; 6.19;-0.01;  A0V
185.7054;-57.6761;999.0000;+99.0000;107696;12 22 49.3;-57 40 34; 5.39;-0.10;  B9V
185.6262;+25.8461;999.0000;+99.0000;107700;12 22 30.3;+25 50 46; 4.81; 0.49;  G0III-IV+A3V
185.6333; +5.3056;999.0000;+99.0000;107705;12 22 32.0;+05 18 20; 6.40; 0.60;  F8V
186.4062;-86.1506;999.0000;+99.0000;107739;12 25 37.5;-86 09 02; 6.33; 1.08;  K0III
185.8075;-67.6317;999.0000;+99.0000;107773;12 23 13.8;-67 37 54; 6.36; 0.89;  G8-K0IV
185.8400;-24.8406;999.0000;+99.0000;107815;12 23 21.6;-24 50 26; 5.68; 1.16; gK1
185.8975;-35.4128;999.0000;+99.0000;107832;12 23 35.4;-35 24 46; 5.32;-0.08;  B9III
185.9037;-39.3031;999.0000;+99.0000;107833;12 23 36.9;-39 18 11; 6.40; 0.29;  F2V
185.9371;-38.9111;999.0000;+99.0000;107860;12 23 44.9;-38 54 40; 5.79;-0.08;  B9V
185.9458;+42.5428;999.0000;+99.0000;107904;12 23 47.0;+42 32 34; 6.06; 0.33;  F3III-IV
186.0062;+51.5622;999.0000;+99.0000;107950;12 24 01.5;+51 33 44; 4.80; 0.87;  G6IIIBa0.2
186.0771;+26.0986;999.0000;+99.0000;107966;12 24 18.5;+26 05 55; 5.18; 0.08;  A3V
186.1862;-41.3842;999.0000;+99.0000;107998;12 24 44.7;-41 23 03; 6.25; 1.18;  K2-3III
186.1112;+25.5828;999.0000;+99.0000;108007;12 24 26.7;+25 34 58; 6.42; 0.27;  A7V+F4V
186.3221;-65.7706;999.0000;+99.0000;108054;12 25 17.3;-65 46 14; 6.30; 0.96;  G8-K0IV
186.2854;-42.5144;999.0000;+99.0000;108063;12 25 08.5;-42 30 52; 6.11; 0.65;  G5III+F-G
186.2987;-11.6103;999.0000;+99.0000;108107;12 25 11.7;-11 36 37; 5.95; 0.03;  A1V
186.3267;-27.7492;999.0000;+99.0000;108110;12 25 18.4;-27 44 57; 6.09; 1.27;  K1III
186.3408;-35.1864;999.0000;+99.0000;108114;12 25 21.8;-35 11 11; 5.73;-0.06;  B9III
186.3129;+23.9261;999.0000;+99.0000;108123;12 25 15.1;+23 55 34; 6.03; 1.10;  K0III
186.2633;+56.7775;999.0000;+99.0000;108135;12 25 03.2;+56 46 39; 5.81; 1.62;  M3IIIb
186.2767;+63.8028;999.0000;+99.0000;108150;12 25 06.4;+63 48 10; 6.32; 0.91;  G8III
186.4621;+39.0186;999.0000;+99.0000;108225;12 25 50.9;+39 01 07; 5.02; 0.96;  G9III
186.6287;-63.1225;999.0000;+99.0000;108250;12 26 30.9;-63 07 21; 4.86;-0.12;  B4IV
186.6496;-63.0992;999.0000;+99.0000;108248;12 26 35.9;-63 05 57; 1.33;-0.24;  B0.5IV
186.6521;-63.0994;999.0000;+99.0000;108249;12 26 36.5;-63 05 58; 1.73;-0.26;  B1V
186.6317;-51.4508;999.0000;+99.0000;108257;12 26 31.6;-51 27 03; 4.82;-0.14;  B3Vn
186.6004;+27.2683;999.0000;+99.0000;108283;12 26 24.1;+27 16 06; 4.95; 0.27;  F0p
186.7008;-48.9133;999.0000;+99.0000;108309;12 26 48.2;-48 54 48; 6.26; 0.68;  G3-5V
186.7154;-32.8300;999.0000;+99.0000;108323;12 26 51.7;-32 49 48; 5.55; 0.01;  B9V
186.8525;-63.7892;999.0000;+99.0000;108355;12 27 24.6;-63 47 21; 6.00; 0.07;  B8IV
186.7346;+28.2683;999.0000;+99.0000;108381;12 26 56.3;+28 16 06; 4.36; 1.13;  K1IIIFe0.5
186.7471;+26.8256;999.0000;+99.0000;108382;12 26 59.3;+26 49 32; 5.00; 0.08;  A4V
186.8696;-58.9919;999.0000;+99.0000;108396;12 27 28.7;-58 59 31; 5.50; 1.45;  M4-5III
186.6008;+71.9297;999.0000;+99.0000;108399;12 26 24.2;+71 55 47; 6.24; 1.06; gG8
186.9254; +8.6103;999.0000;+99.0000;108471;12 27 42.1;+08 36 37; 6.37; 0.93;  G8III
186.9558;-16.6319;999.0000;+99.0000;108477;12 27 49.4;-16 37 55; 6.35; 0.84;  G3III
187.0100;-50.2306;999.0000;+99.0000;108483;12 28 02.4;-50 13 50; 3.91;-0.19;  B2V
187.0787;-64.3414;999.0000;+99.0000;108501;12 28 18.9;-64 20 29; 6.04; 0.02;  A0Vn
186.8962;+55.7128;999.0000;+99.0000;108502;12 27 35.1;+55 42 46; 5.70; 1.55;  M2IIIb
186.9650; -4.6153;999.0000;+99.0000;108506;12 27 51.6;-04 36 55; 6.22; 0.44;  A8n
187.1062;-61.7953;999.0000;+99.0000;108530;12 28 25.5;-61 47 43; 6.22; 1.26;  K2III
187.0937;-39.0414;999.0000;+99.0000;108541;12 28 22.5;-39 02 29; 5.44;-0.08;  B8V
187.1392;-56.4078;999.0000;+99.0000;108570;12 28 33.4;-56 24 28; 6.15; 0.92;  K0-1III
